# Metrics for node-exporter
# Job: node-exporter
# Category: monitoring
# Exported at: 2025-07-02T11:09:54.004769
# Total metrics: 2478
# Unique metric types: 317

## go_gc_duration_seconds
node_disk_io_now{device="nbd2",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_now{device="nbd3",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_now{device="nbd4",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_now{device="nbd5",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_now{device="nbd6",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_now{device="nbd7",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_now{device="nbd8",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_now{device="nbd9",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_now{device="vda",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_now{device="vdb",instance="node-exporter:9100",job="node-exporter"} 0

## node_disk_io_time_seconds_total
node_disk_io_time_seconds_total{device="nbd0",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd1",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd10",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd11",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd12",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd13",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd14",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd15",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd2",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd3",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd4",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd5",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd6",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd7",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd8",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="nbd9",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_seconds_total{device="vda",instance="node-exporter:9100",job="node-exporter"} 45.471000000000004
node_disk_io_time_seconds_total{device="vdb",instance="node-exporter:9100",job="node-exporter"} 2.183

## node_disk_io_time_weighted_seconds_total
node_disk_io_time_weighted_seconds_total{device="nbd0",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd1",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd10",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd11",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd12",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd13",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd14",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd15",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd2",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd3",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd4",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd5",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd6",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd7",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd8",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="nbd9",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_io_time_weighted_seconds_total{device="vda",instance="node-exporter:9100",job="node-exporter"} 382.668
node_disk_io_time_weighted_seconds_total{device="vdb",instance="node-exporter:9100",job="node-exporter"} 3.931

## node_disk_read_bytes_total
node_disk_read_bytes_total{device="nbd0",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd1",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd10",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd11",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd12",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd13",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd14",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd15",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd2",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd3",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd4",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd5",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd6",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd7",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd8",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="nbd9",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_bytes_total{device="vda",instance="node-exporter:9100",job="node-exporter"} 1454031872
node_disk_read_bytes_total{device="vdb",instance="node-exporter:9100",job="node-exporter"} 262135808

## node_disk_read_time_seconds_total
node_disk_read_time_seconds_total{device="nbd0",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd1",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd10",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd11",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd12",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd13",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd14",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd15",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd2",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd3",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd4",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd5",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd6",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd7",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd8",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="nbd9",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_read_time_seconds_total{device="vda",instance="node-exporter:9100",job="node-exporter"} 19.43
node_disk_read_time_seconds_total{device="vdb",instance="node-exporter:9100",job="node-exporter"} 3.931

## node_disk_reads_completed_total
node_disk_reads_completed_total{device="nbd0",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd1",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd10",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd11",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd12",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd13",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd14",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd15",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd2",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd3",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd4",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd5",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd6",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd7",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd8",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="nbd9",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_completed_total{device="vda",instance="node-exporter:9100",job="node-exporter"} 38467
node_disk_reads_completed_total{device="vdb",instance="node-exporter:9100",job="node-exporter"} 3582

## node_disk_reads_merged_total
node_disk_reads_merged_total{device="nbd0",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd1",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd10",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd11",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd12",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd13",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd14",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd15",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd2",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd3",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd4",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd5",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd6",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd7",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd8",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="nbd9",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_reads_merged_total{device="vda",instance="node-exporter:9100",job="node-exporter"} 10478
node_disk_reads_merged_total{device="vdb",instance="node-exporter:9100",job="node-exporter"} 1

## node_disk_write_time_seconds_total
node_disk_write_time_seconds_total{device="nbd0",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd1",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd10",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd11",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd12",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd13",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd14",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd15",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd2",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd3",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd4",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd5",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd6",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd7",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd8",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="nbd9",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_write_time_seconds_total{device="vda",instance="node-exporter:9100",job="node-exporter"} 346.377
node_disk_write_time_seconds_total{device="vdb",instance="node-exporter:9100",job="node-exporter"} 0

## node_disk_writes_completed_total
node_disk_writes_completed_total{device="nbd0",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd1",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd10",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd11",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd12",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd13",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd14",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd15",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd2",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd3",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd4",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd5",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd6",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd7",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd8",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="nbd9",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_completed_total{device="vda",instance="node-exporter:9100",job="node-exporter"} 122309
node_disk_writes_completed_total{device="vdb",instance="node-exporter:9100",job="node-exporter"} 0

## node_disk_writes_merged_total
node_disk_writes_merged_total{device="nbd0",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_merged_total{device="nbd1",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_merged_total{device="nbd10",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_merged_total{device="nbd11",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_merged_total{device="nbd12",instance="node-exporter:9100",job="node-exporter"} 0
node_disk_writes_merged_total{device="nbd13",instance="node-exporter:9100",job="node-exporter"} 0
