# Metrics for banking-rabbitmq
# Job: banking-rabbitmq
# Category: messaging
# Exported at: 2025-07-02T11:09:54.024823
# Total metrics: 1883
# Unique metric types: 203

## erlang_mnesia_committed_transactions
erlang_vm_allocators{alloc="driver_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs",usage="carriers"} 1
erlang_vm_allocators{alloc="driver_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs",usage="carriers_size"} 32768
erlang_vm_allocators{alloc="driver_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs",usage="blocks"} 0
erlang_vm_allocators{alloc="driver_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs",usage="blocks_size"} 0
erlang_vm_allocators{alloc="driver_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers"} 0
erlang_vm_allocators{alloc="driver_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs_pool",usage="carriers_size"} 0
erlang_vm_allocators{alloc="driver_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks"} 0
erlang_vm_allocators{alloc="driver_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="mbcs_pool",usage="blocks_size"} 0
erlang_vm_allocators{alloc="driver_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="sbcs",usage="carriers"} 0
erlang_vm_allocators{alloc="driver_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="sbcs",usage="carriers_size"} 0
erlang_vm_allocators{alloc="driver_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="sbcs",usage="blocks"} 0
erlang_vm_allocators{alloc="driver_alloc",instance="banking-rabbitmq:15692",instance_no="10",job="banking-rabbitmq",kind="sbcs",usage="blocks_size"} 0

## erlang_vm_atom_count
erlang_vm_atom_count{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 48548

## erlang_vm_atom_limit
erlang_vm_atom_limit{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 5000000

## erlang_vm_dirty_cpu_schedulers
erlang_vm_dirty_cpu_schedulers{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 10

## erlang_vm_dirty_cpu_schedulers_online
erlang_vm_dirty_cpu_schedulers_online{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 10

## erlang_vm_dirty_io_schedulers
erlang_vm_dirty_io_schedulers{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 10

## erlang_vm_ets_limit
erlang_vm_ets_limit{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 50000

## erlang_vm_logical_processors
erlang_vm_logical_processors{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 10

## erlang_vm_logical_processors_available
erlang_vm_logical_processors_available{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 10

## erlang_vm_logical_processors_online
erlang_vm_logical_processors_online{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 10

## erlang_vm_memory_atom_bytes_total
erlang_vm_memory_atom_bytes_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",usage="used"} 1463382
erlang_vm_memory_atom_bytes_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",usage="free"} 11515

## erlang_vm_memory_bytes_total
erlang_vm_memory_bytes_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",kind="system"} 59462568
erlang_vm_memory_bytes_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",kind="processes"} 24951888

## erlang_vm_memory_dets_tables
erlang_vm_memory_dets_tables{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 5

## erlang_vm_memory_ets_tables
erlang_vm_memory_ets_tables{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 195

## erlang_vm_memory_processes_bytes_total
erlang_vm_memory_processes_bytes_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",usage="used"} 24939736
erlang_vm_memory_processes_bytes_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",usage="free"} 12152

## erlang_vm_memory_system_bytes_total
erlang_vm_memory_system_bytes_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",usage="atom"} 1474897
erlang_vm_memory_system_bytes_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",usage="binary"} 1825960
erlang_vm_memory_system_bytes_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",usage="code"} 32291518
erlang_vm_memory_system_bytes_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",usage="ets"} 4812840
erlang_vm_memory_system_bytes_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",usage="other"} 19057353

## erlang_vm_msacc_alloc_seconds_total
erlang_vm_msacc_alloc_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="poll"} 0
erlang_vm_msacc_alloc_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="aux"} 0
erlang_vm_msacc_alloc_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="async"} 0
erlang_vm_msacc_alloc_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_alloc_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0

## erlang_vm_msacc_aux_seconds_total
erlang_vm_msacc_aux_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="poll"} 0
erlang_vm_msacc_aux_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="aux"} 0
erlang_vm_msacc_aux_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="async"} 0
erlang_vm_msacc_aux_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_aux_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0

## erlang_vm_msacc_bif_seconds_total
erlang_vm_msacc_bif_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="poll"} 0
erlang_vm_msacc_bif_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="aux"} 0
erlang_vm_msacc_bif_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="async"} 0
erlang_vm_msacc_bif_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_bif_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0

## erlang_vm_msacc_busy_wait_seconds_total
erlang_vm_msacc_busy_wait_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_busy_wait_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_busy_wait_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="poll"} 0
erlang_vm_msacc_busy_wait_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_busy_wait_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_busy_wait_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_busy_wait_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="aux"} 0
erlang_vm_msacc_busy_wait_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_busy_wait_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_busy_wait_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
